ID,Household income,Method,education,Household size,Rainfall,Ave temp,Travel time,Amount spent,Availability,Quality,Willingness to pay,Kitchen Sink,ToiletWC,Garden,car,Volume in lpcd,Shortest distance,Height diff
771,45000,carried,1,5,0,75,40,4000,often,fair,3000,0,0,0,0,40,91.92,2
772,90000,delivered,1,3,0,75,40,8000,not_often,good,7000,0,0,0,0,80,111.83,7
773,45000,delivered,1,6,0,75,15,9000,not_often,fair,9000,0,0,0,0,110,84.58,1
774,60000,delivered,1,4,0,75,40,6000,often,fair,9000,0,0,0,0,60,126.04,3
775,75000,carried,1,4,0,75,30,8000,often,good,7000,0,0,0,0,80,130,7
776,80000,carried,1,4,0,75,30,8000,not_often,fair,7000,0,0,0,0,80,26.4,1
777,75000,delivered,1,4,0,75,30,8000,not_often,good,7000,0,0,0,0,80,65.07,7
778,70000,carried,1,5,0,75,40,5000,not_often,good,4000,0,0,0,0,50,45.22,4
779,65000,carried,1,5,0,75,40,5000,not_often,good,4000,0,0,0,0,50,149.01,2
780,50000,carried,1,6,0,75,15,9000,often,good,9000,0,0,0,0,100,189.69,14
781,40000,delivered,1,4,0,75,60,4000,not_often,good,3000,0,0,0,0,40,92.72,2
782,90000,delivered,1,4,0,75,15,9000,often,good,8000,0,0,0,0,140,83.2,3
783,65000,carried,1,5,0,75,40,5000,often,fair,4000,0,0,0,0,50,134.63,7
784,95000,carried,1,5,0,75,40,4000,not_often,fair,3000,0,0,0,0,40,174.87,4
785,90000,delivered,1,6,0,75,15,9000,often,good,9000,0,0,0,0,100,147.41,4
786,90000,carried,1,4,0,75,60,4000,not_often,good,3000,0,0,0,0,40,10.05,1
787,90000,carried,1,6,0,75,15,9000,often,fair,9000,0,0,0,0,90,51.01,1
788,90000,carried,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,90,97.35,1
789,90000,delivered,1,4,0,75,40,6000,often,good,9000,0,0,0,0,60,113.16,0
790,90000,delivered,1,4,0,75,60,4000,often,good,3000,0,0,0,0,40,144.26,1
791,40000,carried,1,4,0,75,60,4000,not_often,fair,3000,0,0,0,0,40,146.7,3
792,90000,carried,1,6,0,75,15,9000,not_often,fair,9000,0,0,0,0,100,35.74,2
793,95000,delivered,1,6,0,75,15,9000,often,good,9000,0,0,0,0,100,40.8,2
794,55000,carried,1,3,0,75,40,8000,often,good,7000,0,0,0,0,80,73.41,3
795,60000,delivered,1,5,0,75,40,5000,often,good,4000,0,0,0,0,50,111.36,3
796,75000,delivered,1,4,0,75,30,8000,not_often,fair,7000,0,0,0,0,80,34.13,1
797,50000,carried,1,4,0,75,30,5000,often,good,4000,0,0,0,0,50,64.03,1
798,80000,delivered,1,4,0,75,30,8000,not_often,good,7000,0,0,0,0,80,86.21,1
799,40000,delivered,1,5,0,75,40,5000,not_often,fair,4000,0,0,0,0,50,92.27,4
800,40000,delivered,1,4,0,75,60,4000,not_often,fair,3000,0,0,0,0,40,106.78,3
801,95000,delivered,1,6,0,75,15,9000,often,good,9000,0,0,0,0,100,205.64,5
802,55000,delivered,1,3,0,75,40,8000,not_often,good,7000,0,0,0,0,80,296.2,8
803,75000,delivered,1,4,0,75,30,8000,often,fair,7000,0,0,0,0,80,325.53,7
804,45000,delivered,1,3,0,75,40,8000,not_often,fair,7000,0,0,0,0,80,310.64,6
805,75000,delivered,1,4,0,75,30,8000,often,fair,7000,0,0,0,0,80,254.26,5
806,85000,delivered,1,3,0,75,40,8000,often,good,7000,0,0,0,0,80,255.38,8
807,65000,delivered,1,5,0,75,15,9000,not_often,good,4000,0,0,0,0,110,262.15,7
808,65000,delivered,1,5,0,75,40,5000,not_often,good,4000,0,0,0,0,50,171.29,3
809,65000,delivered,1,4,0,75,30,8000,not_often,good,7000,0,0,0,0,80,200.86,6
810,65000,delivered,1,4,0,75,30,8000,not_often,fair,7000,0,0,0,0,80,104.24,4
811,65000,delivered,1,3,0,75,40,8000,often,good,7000,0,0,0,0,80,170.66,4
812,75000,delivered,1,4,0,75,30,8000,not_often,good,7000,0,0,0,0,80,45.49,1
813,105000,carried,1,5,0,75,15,9000,not_often,good,4000,0,0,0,0,120,112.22,1
814,70000,delivered,1,5,0,75,40,5000,often,good,4000,0,0,0,0,50,104.62,2
815,95000,delivered,1,6,0,75,15,9000,not_often,fair,9000,0,0,0,1,90,164.08,2
816,65000,delivered,1,5,0,75,40,5000,often,good,4000,0,0,0,0,50,176.85,7
817,55000,delivered,1,3,0,75,40,8000,often,fair,7000,0,0,0,0,80,99.46,5
818,65000,delivered,1,5,0,75,40,5000,not_often,fair,4000,0,0,0,0,50,223.52,7
819,85000,delivered,1,6,0,75,15,9000,often,fair,9000,0,0,0,0,90,260.76,5
820,50000,delivered,1,4,0,75,55,5000,not_often,good,4000,0,0,0,0,50,277.42,4
821,105000,delivered,1,5,0,75,40,5000,often,fair,4000,0,0,0,0,50,202.94,4
822,95000,delivered,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,100,126.62,4
823,80000,delivered,1,4,0,75,30,8000,often,good,7000,0,0,0,0,80,60.96,0
824,80000,carried,1,4,0,75,30,8000,not_often,fair,7000,0,0,0,0,80,89.68,5
825,95000,delivered,1,6,0,75,15,9000,often,good,9000,0,0,0,0,100,151.43,4
826,70000,delivered,1,5,0,75,40,5000,often,fair,8500,0,0,0,0,50,100.09,0
827,50000,carried,1,4,0,75,55,5000,often,fair,5000,0,0,0,0,50,43.17,1
828,80000,delivered,1,6,0,75,15,9000,not_often,good,10000,0,0,0,0,90,131.14,0
829,105000,delivered,1,4,0,75,15,9000,not_often,fair,9000,0,0,0,0,150,180.94,4
830,70000,carried,1,5,0,75,40,5000,often,fair,8500,0,0,0,0,50,132.26,1
831,80000,delivered,1,4,0,75,30,8000,not_often,good,7500,0,0,0,0,80,205.3,2
832,45000,delivered,2,3,0,75,40,8000,often,good,5000,0,0,0,0,80,239.78,12
833,45000,delivered,1,3,0,75,40,8000,not_often,good,5500,0,0,0,0,80,169,12
834,80000,carried,1,3,0,75,40,8000,often,fair,5500,0,0,0,1,80,38.83,0
835,85000,delivered,1,6,0,75,15,9000,not_often,fair,9000,0,0,0,0,90,88.24,1
836,45000,delivered,1,3,0,75,40,8000,often,fair,5500,0,0,0,0,80,166.37,3
837,105000,delivered,1,3,0,75,15,9000,not_often,good,9000,0,0,0,0,200,202.81,5
838,50000,delivered,1,4,0,75,55,5000,often,good,5000,0,0,0,0,50,253.16,4
839,50000,delivered,1,4,0,75,55,5000,often,fair,5000,0,0,0,0,50,322.1,3
840,55000,delivered,1,3,0,75,35,8000,not_often,fair,5500,0,0,0,0,80,237.89,0
841,55000,delivered,1,3,0,75,40,8000,not_often,good,5500,0,0,0,0,80,132.85,0
842,65000,carried,1,5,0,75,40,5000,often,good,8500,0,0,0,0,50,283.73,4
843,80000,carried,1,3,0,75,40,8000,often,good,5500,0,0,0,0,80,268.2,8
844,50000,carried,1,4,0,75,55,5000,often,good,5000,0,0,0,0,50,234.4,5
845,50000,carried,1,4,0,75,55,5000,often,good,5000,0,0,0,0,50,255.34,9
846,45000,carried,1,3,0,75,40,8000,often,fair,5500,0,0,0,0,80,245.6,2
847,105000,delivered,1,3,0,75,30,9000,often,fair,9000,0,0,0,0,120,278.26,7
848,105000,delivered,1,6,0,75,15,9000,not_often,good,10000,0,0,0,0,100,158.45,8
849,65000,delivered,1,5,0,75,40,5000,not_often,good,8500,0,0,0,0,50,60.27,6
850,100000,delivered,1,6,0,75,15,9000,often,fair,10000,0,0,0,0,90,268.88,2
851,100000,delivered,1,4,0,75,60,4000,not_often,fair,3500,0,0,0,0,40,367.14,1
852,100000,delivered,1,4,0,75,60,4000,not_often,fair,3500,0,0,0,0,40,322.61,1
853,100000,delivered,1,3,0,75,40,8000,not_often,fair,5500,0,0,0,0,80,276.59,1
854,90000,delivered,1,6,0,75,15,9000,often,good,9000,0,0,0,0,90,193.02,3
855,50000,carried,1,5,0,75,55,5000,not_often,good,8500,0,0,0,0,50,170.06,7
856,70000,delivered,1,5,0,75,40,5000,not_often,good,8500,0,0,0,0,50,92.42,3
857,55000,carried,1,3,0,75,40,8000,often,good,5500,0,0,0,0,80,217.86,6
858,55000,delivered,1,6,0,75,15,9000,often,good,10000,0,0,0,0,90,208.2,3
859,105000,delivered,1,6,0,75,15,6000,often,good,9000,0,0,0,0,60,354.35,0
860,90000,delivered,1,6,0,75,15,6000,often,good,9000,0,0,0,0,60,340.07,9
861,85000,delivered,1,3,0,75,40,8000,not_often,fair,5500,0,0,0,0,80,259.7,7
862,65000,carried,1,5,0,75,40,5000,not_often,fair,8500,0,0,0,0,50,257.74,6
863,65000,carried,1,5,0,75,40,5000,not_often,good,8500,0,0,0,0,50,174.89,4
864,45000,delivered,1,3,0,75,40,8000,not_often,fair,5500,0,0,0,0,80,308.3,5
865,60000,delivered,1,3,0,75,40,8000,often,fair,5500,0,0,0,0,80,274.15,10
866,60000,delivered,1,3,0,75,40,8000,often,good,5500,0,0,0,0,80,212.48,5
867,105000,carried,1,3,0,75,40,8000,not_often,fair,5000,0,0,0,0,80,117.28,4
868,100000,carried,1,6,0,75,15,9000,not_often,fair,10000,0,0,0,0,110,37.64,2
869,65000,delivered,1,5,0,75,40,5000,often,good,8500,0,0,0,0,50,95.52,1
870,90000,delivered,1,6,0,75,15,9000,often,good,9000,0,0,0,0,100,169.1,2
871,90000,delivered,1,5,0,75,40,5000,often,good,8500,0,0,0,0,50,278,7
872,90000,delivered,1,3,0,75,15,9000,not_often,fair,9000,0,0,0,0,200,254.75,4
873,90000,delivered,1,4,0,75,30,8000,often,fair,7500,0,0,0,0,80,346.9,5
874,90000,delivered,1,4,0,75,55,5000,not_often,fair,5000,0,0,0,0,50,417,9
875,50000,delivered,1,4,0,75,55,5000,often,good,5000,0,0,0,0,50,405.19,12
876,90000,delivered,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,110,413.7,6
877,40000,delivered,1,4,0,75,60,4000,not_often,fair,3500,0,0,0,0,40,349.95,6
878,80000,delivered,1,4,0,75,30,8000,not_often,good,7500,0,0,0,0,80,202.08,4
879,50000,delivered,1,4,0,75,55,5000,not_often,fair,5000,0,0,0,0,50,294.33,5
880,60000,delivered,1,3,0,75,40,8000,not_often,fair,4500,0,0,0,0,80,424.84,3
881,105000,delivered,1,3,0,75,15,9000,often,good,9000,0,0,0,0,190,52.4,0
882,55000,carried,1,3,0,75,15,9000,often,fair,5500,0,0,0,0,200,196.73,1
883,75000,carried,1,5,0,75,40,5000,not_often,good,8500,0,0,0,0,50,278.23,0
884,70000,carried,1,5,0,75,40,5000,not_often,fair,8500,0,0,0,0,50,171.01,7
885,70000,carried,1,5,0,75,40,5000,often,good,8500,0,0,0,0,50,102.96,7
886,60000,carried,1,3,0,75,40,8000,not_often,good,5500,0,0,0,0,80,91.55,1
887,50000,carried,1,4,0,75,55,5000,often,fair,5000,0,0,0,0,50,98.68,2
888,50000,carried,1,4,0,75,55,5000,often,fair,5000,0,0,0,0,50,258.05,1
889,95000,carried,1,6,0,75,15,9000,often,good,9000,0,0,0,0,110,187.95,1
890,60000,delivered,1,4,0,75,30,8000,not_often,good,7500,0,0,0,0,80,227.38,6
891,100000,delivered,1,4,0,75,15,9000,not_often,fair,10000,0,0,0,1,150,167.24,3
892,100000,carried,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,100,190.38,5
893,100000,delivered,1,6,0,75,15,9000,often,good,9000,0,0,0,0,90,88.57,4
894,100000,carried,1,6,0,75,35,6000,not_often,fair,9000,0,0,0,0,60,60.77,0
895,100000,delivered,1,3,0,75,40,8000,often,good,5500,0,0,0,0,80,200.83,8
896,100000,delivered,1,6,0,75,15,9000,often,fair,9000,0,0,0,0,90,205.06,8
897,40000,delivered,1,6,0,75,15,9000,often,fair,9000,0,0,0,0,100,158.38,7
898,100000,carried,1,3,0,75,15,9000,not_often,good,10000,0,0,0,0,220,150.12,5
899,40000,carried,1,4,0,75,60,4000,not_often,good,3500,0,0,0,0,40,38.08,0
900,105000,carried,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,110,103.58,2
901,100000,carried,1,3,0,75,15,9000,often,good,10000,0,0,0,0,200,312.75,9
902,105000,carried,1,6,0,75,15,9000,often,good,9000,0,0,0,0,90,236.03,0
903,45000,delivered,1,3,0,75,40,8000,not_often,fair,5500,0,0,0,0,80,278.79,0
904,105000,delivered,1,5,0,75,40,5000,not_often,good,8500,0,0,0,0,50,166.71,0
905,40000,delivered,1,4,0,75,60,4000,not_often,fair,3500,0,0,0,0,40,227.27,2
906,75000,delivered,1,4,0,75,30,8000,often,good,7500,0,0,0,0,80,281.37,7
907,40000,delivered,1,4,0,75,60,4000,often,good,2500,0,0,0,0,40,279.51,5
908,70000,delivered,2,5,0,75,40,5000,often,good,8500,0,0,0,0,50,156.26,8
909,45000,delivered,1,3,0,75,40,8000,often,good,5500,0,0,0,0,80,244.44,2
910,85000,delivered,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,110,317.65,5
911,65000,delivered,1,5,0,75,40,5000,not_often,fair,8500,0,0,0,0,50,317.83,12
912,65000,delivered,1,5,0,75,40,5000,often,fair,8500,0,0,0,0,50,343.01,12
913,75000,delivered,2,4,0,75,30,8000,often,fair,7500,0,0,0,0,80,394.97,9
914,90000,delivered,1,6,0,75,15,9000,often,good,10000,0,0,0,0,100,324.3,7
915,90000,well,1,6,0,75,15,9000,often,good,9000,0,0,0,0,100,343.83,9
916,90000,delivered,1,4,0,75,30,8000,not_often,fair,7500,0,0,0,0,80,349.26,6
917,90000,delivered,1,4,0,75,15,9000,not_often,good,10000,0,0,0,0,150,375.37,10
918,90000,carried,1,6,0,75,15,9000,often,fair,9000,0,0,0,0,100,90.67,8
919,90000,carried,1,3,0,75,40,8000,often,good,5500,0,0,0,0,80,149.16,5
920,75000,carried,1,4,0,75,30,8000,often,good,7500,0,0,0,0,80,119,9
921,100000,delivered,1,4,0,75,15,9000,not_often,fair,10000,0,0,0,0,170,223.45,10
922,70000,delivered,1,5,0,75,40,5000,often,fair,8500,0,0,0,0,50,247,2
923,95000,carried,1,6,0,75,15,9000,not_often,very good,9000,0,0,0,0,100,111.14,1
924,60000,delivered,1,3,0,75,35,8000,not_often,fair,5500,0,0,0,0,80,163.23,2
925,70000,delivered,1,6,0,75,15,9000,often,fair,10000,0,0,0,0,90,159.89,3
926,75000,delivered,1,4,0,75,30,8000,not_often,good,7500,0,0,0,0,80,281.17,9
927,80000,carried,2,4,0,75,30,8000,often,good,7500,0,0,0,0,80,81.27,1
928,75000,delivered,1,4,0,75,30,8000,often,fair,7500,0,0,0,0,80,199.46,6
929,105000,delivered,1,3,0,75,15,9000,not_often,good,9000,0,0,0,0,200,149.69,4
930,45000,delivered,1,3,0,75,40,8000,often,good,5500,0,0,0,0,80,223.37,5
931,45000,delivered,1,6,0,75,55,3000,often,good,9000,0,0,0,0,30,295.1,6
932,45000,delivered,1,4,0,75,60,4000,often,good,3500,0,0,0,0,40,336.15,15
933,45000,delivered,1,4,0,75,15,9000,not_often,fair,10000,0,0,0,0,150,320.33,13
934,45000,delivered,1,4,0,75,30,8000,not_often,good,7500,0,0,0,0,80,272.39,3
935,50000,delivered,1,4,0,75,55,4000,often,fair,5000,0,0,0,0,40,256.01,14
936,75000,delivered,1,4,0,75,30,8000,not_often,good,7500,0,0,0,0,80,188.49,6
937,80000,delivered,1,6,0,75,15,9000,often,fair,9000,0,0,0,0,110,109.07,3
938,105000,carried,1,3,0,75,60,6000,often,good,9000,0,0,0,0,60,144.25,0
939,75000,delivered,1,4,0,75,30,8000,not_often,good,7500,0,0,0,0,80,63.81,1
940,90000,carried,1,6,0,75,15,9000,often,fair,9000,0,0,0,0,100,67.54,1
941,85000,carried,1,6,0,75,15,9000,not_often,fair,10000,0,0,0,0,110,38.83,1
942,45000,delivered,1,3,0,75,40,8000,not_often,fair,5500,0,0,0,0,80,96.02,3
943,100000,carried,1,3,0,75,40,8000,not_often,fair,5500,0,0,0,0,80,188.74,16
944,50000,carried,1,4,0,75,55,4000,often,good,5000,0,0,0,0,40,146.25,6
945,65000,delivered,1,5,0,75,40,5000,not_often,fair,8500,0,0,0,0,50,179.51,2
946,75000,delivered,1,4,0,75,30,8000,often,fair,7500,0,0,0,0,80,139.04,1
947,75000,delivered,1,4,0,75,30,8000,not_often,good,7500,0,0,0,0,80,243.4,10
948,75000,carried,1,4,0,75,30,8000,not_often,fair,7500,0,0,0,0,80,71.03,0
949,75000,delivered,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,100,115.97,3
950,75000,delivered,1,4,0,75,60,4000,often,fair,3500,0,0,0,0,40,187,12
951,75000,delivered,1,3,0,75,40,8000,not_often,good,5500,0,0,0,0,80,107.84,7
952,40000,delivered,1,4,0,75,60,4000,not_often,fair,3000,0,0,0,0,40,131.32,5
953,55000,delivered,1,3,0,75,40,8000,often,fair,5500,0,0,0,0,80,201.23,6
954,100000,delivered,1,4,0,75,25,9000,not_often,good,10000,0,0,0,0,100,214.7,11
955,45000,delivered,1,3,0,75,40,8000,often,good,5500,0,0,0,0,80,272.03,17
956,45000,delivered,1,6,0,75,25,6000,often,fair,10000,0,0,0,0,60,419.31,26
957,40000,delivered,1,4,0,75,60,4000,often,good,3500,0,0,0,0,40,405.05,27
958,55000,delivered,1,3,0,75,40,8000,not_often,very good,5500,0,0,0,0,80,792.91,37
959,95000,delivered,1,6,0,75,25,6000,often,good,9000,0,0,0,0,60,648.04,25
960,50000,delivered,1,4,0,75,55,4000,not_often,good,5000,0,0,0,0,40,569.08,25
961,60000,delivered,1,3,0,75,40,8000,not_often,good,5500,0,0,0,0,80,494.01,19
962,60000,delivered,1,6,0,75,25,6000,not_often,good,9000,0,0,0,0,60,465.7,19
963,85000,delivered,1,6,0,75,25,6000,often,good,9000,0,0,0,0,60,611.74,23
964,105000,delivered,1,3,0,75,40,9000,often,fair,8500,0,0,0,0,90,730.95,30
965,85000,delivered,1,6,0,75,25,6000,often,fair,9000,0,0,0,0,60,644.66,33
966,50000,delivered,1,4,0,75,55,4000,not_often,fair,5000,0,0,0,0,40,475.62,24
967,100000,delivered,1,4,0,75,30,8000,not_often,good,7500,0,0,0,1,80,576.34,29
968,65000,delivered,1,5,0,75,40,5000,often,good,8500,0,0,0,0,50,472.02,22
969,65000,delivered,1,6,0,75,25,6000,not_often,good,9000,0,0,0,0,60,390.23,26
970,65000,delivered,2,6,0,75,25,6000,not_often,fair,9000,0,0,0,0,60,328.87,26
971,65000,delivered,1,4,0,75,35,5000,often,good,5000,0,0,0,0,50,241.15,11
972,65000,delivered,1,4,0,75,55,4000,not_often,fair,5000,0,0,0,0,40,141.82,1
973,105000,carried,1,3,0,75,25,9000,often,fair,9000,0,0,0,0,120,68.88,1
974,105000,delivered,1,4,0,75,25,9000,not_often,good,9000,0,0,0,0,90,129.6,3
975,95000,delivered,1,5,0,75,40,5000,not_often,good,8500,0,0,0,0,50,256.73,22
976,60000,delivered,1,3,0,75,40,8000,often,fair,5500,0,0,0,0,80,320.25,21
977,85000,carried,1,6,0,75,20,6000,not_often,good,9000,0,0,0,0,60,99.92,7
978,100000,delivered,1,6,0,75,20,6000,not_often,good,10000,0,0,0,0,60,349.89,6
979,70000,delivered,1,5,0,75,40,5000,not_often,fair,8500,0,0,0,0,50,562.47,9
980,50000,delivered,1,4,0,75,40,5000,often,fair,5000,0,0,0,0,50,711.4,6
981,85000,delivered,1,6,0,75,25,6000,not_often,fair,9000,0,0,0,0,60,678.28,13
982,80000,delivered,1,4,0,75,30,8000,not_often,good,7500,0,0,0,0,80,801.24,21
983,80000,delivered,1,5,0,75,40,5000,often,good,8500,0,0,0,0,50,848.38,3
984,80000,delivered,1,6,0,75,25,6000,often,good,9000,0,0,0,0,60,777.41,12
985,80000,delivered,1,3,0,75,40,8000,not_often,good,5500,0,0,0,0,80,867.16,10
986,85000,delivered,1,6,0,75,25,6000,not_often,fair,9000,0,0,0,0,60,818.21,12
987,55000,delivered,1,3,0,75,40,8000,not_often,good,5500,0,0,0,0,80,888.79,18
988,55000,delivered,1,4,0,75,30,8000,not_often,fair,7500,0,0,0,0,80,738.36,5
989,60000,delivered,1,6,0,75,25,6000,often,fair,9000,0,0,0,0,60,675.67,8
990,90000,delivered,1,6,0,75,25,6000,often,good,9000,0,0,0,0,60,636.03,1
991,45000,delivered,1,3,0,75,40,8000,not_often,fair,5500,0,0,0,0,80,581.61,1
992,45000,delivered,1,3,0,75,40,8000,not_often,fair,5500,0,0,0,0,80,504.73,7
993,45000,delivered,1,3,0,75,25,9000,often,good,10000,0,0,0,0,130,554.22,1
994,45000,delivered,1,4,0,75,60,4000,not_often,fair,3500,0,0,0,0,40,476.18,3
995,45000,delivered,1,6,0,75,25,6000,not_often,fair,9000,0,0,0,0,60,419.65,0
996,45000,delivered,1,5,0,75,40,5000,not_often,good,8500,0,0,0,0,50,572.07,12
997,45000,delivered,1,6,0,75,25,6000,not_often,fair,9000,0,0,0,0,60,479.15,4
998,105000,delivered,1,4,0,75,25,9000,often,good,9000,0,0,0,0,90,353.14,5
999,95000,delivered,1,6,0,75,25,6000,often,good,9000,0,0,0,0,60,542.37,10
1000,50000,delivered,1,4,0,75,55,5000,not_often,good,5000,0,0,0,0,50,349.41,7
1001,60000,delivered,1,3,0,75,40,8000,not_often,fair,5500,0,0,0,0,80,89.81,1
1002,55000,delivered,1,6,0,75,25,6000,not_often,fair,10000,0,0,0,0,60,127.12,3
1003,40000,delivered,1,4,0,75,60,4000,often,fair,3500,0,0,0,0,40,155.24,1
1004,40000,delivered,1,4,0,75,60,4000,not_often,good,2000,0,0,0,0,40,230.2,6
1005,105000,delivered,1,6,0,75,20,8000,often,good,9000,0,0,0,0,80,190.37,10
1006,85000,well,1,6,0,75,20,2000,not_often,poor,2000,0,0,0,0,90,195.8,3
1007,100000,delivered,1,4,0,75,20,9000,often,good,10000,0,0,0,0,130,190.34,9
1008,100000,delivered,2,6,0,75,20,8000,not_often,good,10000,0,0,0,0,80,113.44,14
1009,85000,delivered,1,6,0,75,40,6000,not_often,fair,9000,0,0,0,0,60,186.42,2
1010,105000,delivered,1,6,0,75,20,9000,not_often,good,9000,0,0,0,0,90,82.46,2
1011,50000,delivered,1,4,0,75,55,4000,not_often,good,5000,0,0,0,0,40,156.71,6
1012,60000,delivered,1,3,0,75,40,8000,often,fair,5500,0,0,0,0,80,218.08,8
1013,105000,carried,1,6,0,75,20,8000,not_often,fair,9000,0,0,0,0,80,166.4,4
1014,95000,carried,1,6,0,75,20,9000,not_often,fair,9000,0,0,0,0,90,133.65,1
1015,85000,carried,1,6,0,75,20,8000,often,very good,9000,0,0,0,0,80,107.87,3
1016,100000,carried,1,6,0,75,20,9000,often,fair,10000,0,0,0,0,90,78.26,3
1017,75000,delivered,1,4,0,75,30,8000,not_often,good,7500,0,0,0,0,80,124.53,7
1018,90000,carried,1,6,0,75,20,9000,not_often,fair,9000,0,0,0,0,90,127.53,4
1019,45000,delivered,1,3,0,75,40,8000,not_often,fair,5500,0,0,0,0,80,156.59,12
1020,65000,carried,1,5,0,75,20,9000,not_often,fair,8500,0,0,0,0,110,81.02,3
1021,65000,carried,1,5,0,75,40,5000,not_often,good,8500,0,0,0,0,50,47.01,3
1022,85000,delivered,1,6,0,75,20,8000,often,fair,9000,0,0,0,0,80,77.16,3
1023,105000,carried,1,6,0,75,20,9000,not_often,fair,9000,0,0,0,0,100,86,0
1024,50000,carried,1,4,0,75,55,5000,often,fair,5000,0,0,0,1,50,170.11,10
1025,50000,carried,1,6,0,75,20,9000,not_often,fair,10000,0,0,0,0,100,104.81,6
1026,50000,delivered,1,4,0,75,60,4000,often,good,3500,0,0,0,0,40,79.16,3
1027,50000,delivered,2,4,0,75,55,5000,often,fair,5000,0,0,0,0,50,158.86,15
1028,70000,carried,1,5,0,75,40,5000,not_often,good,8500,0,0,0,0,50,113.6,5
1029,100000,delivered,1,6,0,75,20,6000,not_often,good,10000,0,0,0,0,60,69.66,1
1030,100000,delivered,1,6,0,75,20,6000,often,good,10000,0,0,0,0,60,141.43,2
1031,40000,carried,1,4,0,75,60,4000,often,fair,3500,0,0,0,0,40,133.6,3
1032,55000,carried,1,3,0,75,40,8000,not_often,fair,5500,0,0,0,0,80,182.92,9
1033,40000,carried,1,4,0,75,60,4000,often,good,2000,0,0,0,0,40,138.5,11
1034,40000,delivered,1,3,0,75,40,8000,not_often,good,5500,0,0,0,0,80,76.58,1
1035,40000,delivered,1,3,0,75,40,8000,not_often,good,5500,0,0,0,0,80,46.62,0
1036,45000,carried,1,3,0,75,40,8000,often,good,5500,0,0,0,0,80,114.34,3
1037,75000,delivered,1,4,0,75,30,8000,often,good,7500,0,0,0,0,80,49.48,0
1038,55000,delivered,1,3,0,75,40,8000,not_often,fair,5500,0,0,0,0,80,143.54,7
1039,50000,delivered,1,4,0,75,55,5000,often,fair,5000,0,0,0,0,50,85.01,3
1040,60000,delivered,1,3,0,75,40,8000,often,fair,5500,0,0,0,0,80,156.01,9
1041,45000,delivered,1,3,0,75,40,8000,not_often,good,5500,0,0,0,0,80,101.91,5
1042,60000,delivered,1,3,0,75,40,8000,not_often,good,5500,0,0,0,0,80,92.89,4
1043,80000,delivered,1,4,0,75,30,8000,not_often,good,7500,0,0,0,0,80,44.65,0
1044,55000,carried,1,3,0,75,40,8000,not_often,fair,5500,0,0,0,0,80,105.8,0
1045,70000,carried,1,5,0,75,40,5000,not_often,good,8500,0,0,0,0,50,60.31,11
1046,65000,delivered,3,5,0,75,40,5000,not_often,good,8500,0,0,0,0,50,107.28,4
1047,95000,delivered,1,6,0,75,20,6000,often,good,9000,0,0,0,0,60,157.54,1
1048,70000,delivered,1,5,0,75,40,5000,often,fair,8500,0,0,0,0,50,200.01,4
1049,105000,delivered,1,3,0,75,20,9000,not_often,good,9000,0,0,0,0,120,236.08,4
1050,105000,delivered,1,4,0,75,35,9000,not_often,good,9000,0,0,0,0,90,222,1
1051,60000,delivered,1,3,0,75,40,8000,often,fair,5500,0,0,0,0,80,286.5,7
1052,95000,delivered,1,6,0,75,20,6000,not_often,good,9000,0,0,0,0,60,285.95,1
1053,90000,delivered,1,6,0,75,20,6000,often,good,9000,0,0,0,0,60,162.56,5
1054,95000,carried,1,6,0,75,20,6000,not_often,fair,9000,0,0,0,0,60,256.56,6
1055,95000,carried,1,6,0,75,20,6000,not_often,good,9000,0,0,0,0,60,171.09,5
1056,100000,delivered,1,6,0,75,20,6000,not_often,good,10000,0,0,0,0,60,150.36,0
1057,40000,delivered,1,4,0,75,60,4000,often,good,3500,0,0,0,0,40,249.83,2
1058,45000,delivered,1,3,0,75,40,8000,often,good,5500,0,0,0,0,80,325.07,5
1059,70000,carried,1,5,0,75,40,5000,often,fair,8500,0,0,0,0,50,319.27,1
1060,70000,carried,1,5,0,75,40,5000,not_often,good,8500,0,0,0,0,50,259.12,0
1061,80000,carried,1,4,0,75,30,8000,often,good,7500,0,0,0,0,80,179.64,1
1062,50000,delivered,1,4,0,75,35,5000,often,fair,5000,0,0,0,0,50,277.14,1
1063,75000,delivered,1,4,0,75,30,8000,often,fair,7500,0,0,0,0,80,159.81,1
1064,55000,delivered,1,3,0,75,40,8000,not_often,fair,5500,0,0,0,0,80,127.14,1
1065,75000,delivered,1,4,0,75,30,8000,often,fair,7500,0,0,0,0,80,48.85,0
1066,75000,carried,1,4,0,75,30,8000,not_often,fair,7500,0,0,0,0,80,101.08,2
1067,75000,delivered,1,6,0,75,20,6000,not_often,fair,9000,0,0,0,0,60,176.51,1
1068,75000,delivered,1,4,0,75,30,8000,not_often,fair,7500,0,0,0,0,80,204.13,0
1069,60000,delivered,1,3,0,75,40,8000,often,good,5500,0,0,0,0,80,281.04,1
